date,semiconductor_demand,semiconductor_supply,automotive_production,consumer_electronics,industrial_automation,price_index,inventory_levels,manufacturing_capacity,demand_lag1,supply_lag1,price_lag1
2021-04-30,96.411380127758,80.50169976607222,84.2953043110609,90.27068068554482,93.2282518082533,111.30683905561366,89.40304116341788,97.10122236372077,96.68099507798192,71.20065733989574,116.9258284144344
2021-05-31,102.43757746718259,76.89735103732461,81.7588016696238,83.21436561171281,91.78903578754193,115.64283571836071,83.72363775630649,94.78452455760142,96.411380127758,80.50169976607222,111.30683905561366
2021-06-30,104.06872008571247,87.51397866076219,99.8641513785509,94.86964100768468,102.71105444561431,108.91918297540437,91.84642197907745,95.9343165383018,102.43757746718259,76.89735103732461,115.64283571836071
2021-07-31,99.783969635259,77.7358073958303,81.41920205753976,90.11727117452041,92.23610397971846,114.69590746416276,90.80338965602334,93.28270980294371,104.06872008571247,87.51397866076219,108.91918297540437
2021-08-31,103.01059869367607,73.70157038931767,80.16744568078859,81.75889527853548,91.75175943608826,118.26229407427775,78.63324232834321,90.10541238751968,99.783969635259,77.7358073958303,114.69590746416276
2021-09-30,101.0849080751429,96.72519015137243,97.24130504227698,100.92524247855643,100.59807958753538,104.89662325009421,100.44312001181089,98.98053077342695,103.01059869367607,73.70157038931767,118.26229407427775
2021-10-31,98.06464073618463,83.1937895961077,81.88031952640804,91.15461653847412,94.58029834105467,111.54327281560296,87.22468945510593,94.38081960099204,101.0849080751429,96.72519015137243,104.89662325009421
2021-11-30,101.08418681652525,85.5402256375034,93.0034717680628,93.7903158624855,93.58555176572067,103.88752011476697,88.78975193011627,96.30750481192719,98.06464073618463,83.1937895961077,111.54327281560296
2021-12-31,104.61410969939791,73.60201451029235,81.88934373898098,89.85158765413726,90.95874424510347,107.80785039570392,87.0152944171406,90.42614246598306,101.08418681652525,85.5402256375034,103.88752011476697
2022-01-31,99.89252188267015,86.7337036528489,92.5510907104513,91.30405784370073,93.14783103206442,100.73686952163932,94.84067430193437,97.05880412433702,104.61410969939791,73.60201451029235,107.80785039570392
2022-02-28,104.69393096744201,90.66553553825919,88.8948786114284,92.13811282988304,95.79257700182366,96.27538721500447,97.53342305678463,100.26513848748291,99.89252188267015,86.7337036528489,100.73686952163932
2022-03-31,92.14076468773077,83.09403853546618,92.08640807211734,87.18787983240314,92.26688831852827,103.32595832426425,94.69322101059798,94.71069126372613,104.69393096744201,90.66553553825919,96.27538721500447
2022-04-30,102.46570751312566,92.25418811007403,88.1959462368901,92.90508201114811,97.06542352280226,95.88560078103906,94.68295088521562,98.4796798772201,92.14076468773077,83.09403853546618,103.32595832426425
2022-05-31,100.26114120471452,86.39616786048717,91.4643626635908,91.60639558804999,99.18778427754188,97.93452193243853,93.88708235881585,97.29913834156837,102.46570751312566,92.25418811007403,95.88560078103906
2022-06-30,99.1029779486024,88.24983750124034,99.36169250423218,93.97335842519414,91.56540461531264,97.26916826663413,90.22355246790096,95.67251030660043,100.26114120471452,86.39616786048717,97.93452193243853
2022-07-31,100.27528232960651,86.38976032662362,85.14966296077614,92.66392859396423,95.92842451139848,101.08175343207472,92.09366399107874,96.36511306160791,99.1029779486024,88.24983750124034,97.26916826663413
2022-08-31,94.03729325619732,101.11366910705362,98.6257443672318,103.14975121134025,97.22003590044216,91.96174384655446,98.56971635322404,99.6910840694475,100.27528232960651,86.38976032662362,101.08175343207472
2022-09-30,99.34098433648747,89.91901665157239,92.33381878160849,93.99041566657715,95.02374292905009,98.77172847155137,93.42829148106426,97.17105719256938,94.03729325619732,101.11366910705362,91.96174384655446
2022-10-31,101.07133771453523,83.6537344262646,84.90908492454689,94.5528428872307,95.63939496444057,101.92483570624444,91.53339922556978,93.55010076016845,99.34098433648747,89.91901665157239,98.77172847155137
2022-11-30,104.43368213422455,94.93526947261914,89.74556185383076,96.16719118385761,98.10266782723858,94.32105088097127,92.36358521466603,98.52960119030362,101.07133771453523,83.6537344262646,101.92483570624444
2022-12-31,98.44518934517906,82.67493810017388,86.4142023793632,97.76547035987318,90.91448568421094,101.37542351572044,98.334393048549,95.79847801254306,104.43368213422455,94.93526947261914,94.32105088097127
2023-01-31,97.57451919132043,95.83545438001902,92.4191486491108,99.37827467130643,96.90357433348767,95.1932847669448,92.0547311585148,101.65292352959578,98.44518934517906,82.67493810017388,101.37542351572044
2023-02-28,98.49472886924639,87.1613195044809,91.62342532612544,89.72531903343969,96.22372329966171,98.32991845039628,84.94198058919797,98.0669375035147,97.57451919132043,95.83545438001902,95.1932847669448
2023-03-31,102.74620635310622,89.68725580440628,88.07210770658982,90.59967598846043,94.41416905832823,97.20655447041364,98.57163343058473,101.212541656345,98.49472886924639,87.1613195044809,98.32991845039628
2023-04-30,100.98625332897905,95.78744494347649,102.82969357485135,98.91988421181546,98.74789515655455,93.385832707155,101.00952493024823,97.20153835726686,102.74620635310622,89.68725580440628,97.20655447041364
2023-05-31,98.41071938869888,97.95386631998164,95.23007988664037,98.10193143601144,99.27269020780028,92.52965670940492,101.68830550924793,101.13080116943586,100.98625332897905,95.78744494347649,93.385832707155
2023-06-30,101.53980229934007,95.68547312475988,95.26013243498521,99.5532853571322,96.97098855469233,94.98811465605789,100.12155873365333,99.07232594890468,98.41071938869888,97.95386631998164,92.52965670940492
2023-07-31,100.29123264804412,94.53740687044704,98.8839943658363,98.14215699598887,102.10285092682946,98.73418141550502,96.11495094507836,102.74082792756946,101.53980229934007,95.68547312475988,94.98811465605789
2023-08-31,102.90593497159867,93.79558521764284,90.11301090837846,96.05886439261508,98.78607213169316,96.62946124425342,91.17063779492084,96.52207899458256,100.29123264804412,94.53740687044704,98.73418141550502
2023-09-30,97.89384071836794,89.0859120385303,92.17856936924076,90.91116606891295,91.5840796420969,103.25036458312223,92.73916121793984,95.04632992719753,102.90593497159867,93.79558521764284,96.62946124425342
2023-10-31,99.01701356020669,92.12062316642117,98.92506955026664,90.7278322257951,97.22115789610731,97.8288334201318,91.09862765893426,96.43740165903831,97.89384071836794,89.0859120385303,103.25036458312223
2023-11-30,98.82367554060353,93.15744491616086,88.09602299468376,94.55492209349545,95.93940503692755,97.00685235519079,100.08581010840135,93.69944202622865,99.01701356020669,92.12062316642117,97.8288334201318
2023-12-31,95.60945515560364,99.22848890487566,100.12132655802975,102.10628972589582,101.3962622315427,95.14796477380253,98.72465532590226,98.71703662810118,98.82367554060353,93.15744491616086,97.00685235519079
